Algoritmo,Cenario,Seed,Turnaround,TrocasContexto,JainIndex
FCFS,1,1,38414.9460,3200,91.1415
FCFS,1,2,38765.2160,3217,93.0119
FCFS,1,3,38895.0150,3231,92.9671
FCFS,1,4,38784.8770,3218,92.1440
FCFS,1,5,39206.4900,3229,92.4819
FCFS,1,6,38645.3050,3211,91.9625
FCFS,1,7,39070.2380,3222,92.7421
FCFS,1,8,38057.2440,3161,91.8333
FCFS,1,9,37942.8460,3160,92.6846
FCFS,1,10,38705.3280,3210,92.0901
FCFS,1,11,38907.9500,3188,92.1531
FCFS,1,12,39349.5970,3226,92.2963
FCFS,1,13,38909.1910,3198,92.3142
FCFS,1,14,38805.0800,3192,90.9877
FCFS,1,15,38508.8040,3223,92.5055
FCFS,1,16,38413.3130,3177,92.4055
FCFS,1,17,38791.6170,3197,92.2232
FCFS,1,18,38248.5930,3191,91.8632
FCFS,1,19,39471.7020,3219,91.2264
FCFS,1,20,38095.4120,3189,92.0171
FCFS,1,21,38264.5060,3174,91.8407
FCFS,1,22,38872.6890,3216,92.3193
FCFS,1,23,39007.9000,3219,92.5549
FCFS,1,24,37828.8690,3159,92.2208
FCFS,1,25,38875.8270,3195,92.0855
FCFS,1,26,38524.8460,3217,91.7970
FCFS,1,27,39161.4240,3231,92.0251
FCFS,1,28,38955.1290,3223,92.8882
FCFS,1,29,38868.9120,3216,92.9345
FCFS,1,30,38612.7660,3221,92.9016
FCFS,1,31,38595.2090,3224,91.7984
FCFS,1,32,38730.0040,3196,91.1029
FCFS,1,33,38455.2210,3181,92.5217
FCFS,1,34,39424.0330,3232,93.0001
FCFS,1,35,38819.1240,3217,90.7416
FCFS,1,36,38717.0170,3214,92.4032
FCFS,1,37,39461.7580,3233,92.1816
FCFS,1,38,38225.4850,3185,91.1499
FCFS,1,39,39501.1250,3222,92.5305
FCFS,1,40,38892.6800,3223,91.6170
FCFS,1,41,38847.7120,3188,92.3214
FCFS,1,42,39447.1230,3229,92.1949
FCFS,1,43,39656.3630,3248,91.5529
FCFS,1,44,38508.5610,3208,91.4889
FCFS,1,45,38229.0650,3187,91.4326
FCFS,1,46,38892.5750,3220,92.3863
FCFS,1,47,38352.0030,3188,91.8268
FCFS,1,48,38202.8160,3185,92.8470
FCFS,1,49,38946.1670,3205,92.5013
FCFS,1,50,37275.4970,3142,91.3030
FCFS,1,51,38874.5750,3209,91.7578
FCFS,1,52,38946.5220,3212,91.5857
FCFS,1,53,38194.8780,3187,92.1641
FCFS,1,54,37925.7710,3201,91.0174
FCFS,1,55,38655.0330,3207,91.9104
FCFS,1,56,38432.1680,3195,91.7437
FCFS,1,57,38472.3160,3191,92.2399
FCFS,1,58,38717.6940,3206,92.4308
FCFS,1,59,38942.7840,3209,92.2672
FCFS,1,60,39217.3070,3218,92.2461
FCFS,1,61,39091.1560,3222,92.1702
FCFS,1,62,38390.1520,3203,92.3131
FCFS,1,63,38297.1080,3182,91.9370
FCFS,1,64,38811.3640,3215,91.5082
FCFS,1,65,38564.6830,3192,91.8318
FCFS,1,66,38452.5420,3201,92.1019
FCFS,1,67,38001.7980,3186,91.6543
FCFS,1,68,38683.4640,3201,92.8302
FCFS,1,69,39017.8890,3204,92.3724
FCFS,1,70,38683.3650,3217,93.3214
FCFS,1,71,39673.5960,3247,94.0079
FCFS,1,72,38692.2930,3189,93.1252
FCFS,1,73,38380.6950,3195,93.1558
FCFS,1,74,38212.1940,3166,91.3656
FCFS,1,75,38154.5640,3207,92.1626
FCFS,1,76,38266.4550,3187,91.5718
FCFS,1,77,38765.0010,3183,92.3765
FCFS,1,78,38596.5800,3185,92.5507
FCFS,1,79,38622.4920,3194,92.5973
FCFS,1,80,38551.6890,3197,92.6272
FCFS,1,81,39548.0580,3225,92.3562
FCFS,1,82,37886.8310,3201,92.5639
FCFS,1,83,38731.7300,3192,92.4336
FCFS,1,84,38089.4660,3180,91.1775
FCFS,1,85,37790.7520,3164,91.1913
FCFS,1,86,37828.6050,3197,91.1945
FCFS,1,87,38231.1880,3181,91.8764
FCFS,1,88,38731.9620,3198,91.9731
FCFS,1,89,38152.6520,3151,92.1935
FCFS,1,90,38188.3480,3157,92.0486
FCFS,1,91,39169.1310,3217,91.8688
FCFS,1,92,38292.4080,3161,91.3590
FCFS,1,93,38874.1930,3211,92.0387
FCFS,1,94,37830.5440,3170,91.4347
FCFS,1,95,38057.9860,3176,92.2126
FCFS,1,96,39024.6410,3193,91.2838
FCFS,1,97,38117.9150,3188,92.0946
FCFS,1,98,38722.0830,3213,92.4495
FCFS,1,99,38584.6190,3205,92.4790
FCFS,1,100,38229.7450,3199,92.2626
RR,1,1,48117.8650,6533,95.3875
RR,1,2,48835.7450,6582,95.5025
RR,1,3,48823.9340,6629,95.5445
RR,1,4,48250.9860,6556,95.1105
RR,1,5,49408.5280,6634,95.9402
RR,1,6,48794.3340,6600,95.5217
RR,1,7,48983.9740,6597,95.5195
RR,1,8,47997.9250,6542,95.5059
RR,1,9,47726.9930,6506,95.6150
RR,1,10,48655.2360,6597,95.4558
RR,1,11,48983.1800,6589,95.6610
RR,1,12,49437.6460,6666,95.4018
RR,1,13,48874.2770,6577,96.0216
RR,1,14,48348.8590,6533,95.3059
RR,1,15,48302.9080,6544,95.1903
RR,1,16,48545.1160,6537,95.2330
RR,1,17,48275.0900,6581,95.5281
RR,1,18,47952.3220,6527,95.3832
RR,1,19,49702.8430,6699,95.7128
RR,1,20,47840.0870,6532,95.5879
RR,1,21,47847.6430,6504,95.1153
RR,1,22,48811.4150,6576,95.4763
RR,1,23,48882.5360,6609,95.2757
RR,1,24,47764.0900,6505,95.4872
RR,1,25,49106.6840,6598,95.3449
RR,1,26,48196.1520,6537,95.7843
RR,1,27,49169.1370,6645,95.5860
RR,1,28,49231.3380,6631,95.9239
RR,1,29,48905.6160,6584,95.8687
RR,1,30,48263.3390,6557,95.5439
RR,1,31,48411.4490,6571,95.3510
RR,1,32,48421.6650,6581,95.2358
RR,1,33,48486.7760,6550,95.7803
RR,1,34,49443.7880,6597,95.9400
RR,1,35,48560.9040,6584,94.5126
RR,1,36,49040.8400,6569,95.5911
RR,1,37,49496.5270,6722,95.4565
RR,1,38,47846.0360,6511,95.3267
RR,1,39,49279.2090,6621,95.7622
RR,1,40,48340.0770,6575,95.5831
RR,1,41,48726.5010,6537,95.4438
RR,1,42,49124.8130,6651,95.5784
RR,1,43,49649.8510,6662,95.7753
RR,1,44,48555.1010,6581,95.3157
RR,1,45,47905.1890,6500,95.1944
RR,1,46,48659.3500,6620,95.2941
RR,1,47,47992.3410,6551,95.5177
RR,1,48,47860.4000,6502,95.2664
RR,1,49,48703.9440,6613,95.8128
RR,1,50,46992.4230,6408,95.5718
RR,1,51,48671.5450,6580,95.2348
RR,1,52,48826.0350,6630,95.2723
RR,1,53,48232.3490,6517,95.6519
RR,1,54,47475.6850,6500,94.6849
RR,1,55,48454.3110,6573,95.2202
RR,1,56,48013.0750,6523,95.5822
RR,1,57,48746.9550,6560,95.2382
RR,1,58,48506.5490,6537,95.4494
RR,1,59,49069.7070,6584,95.5683
RR,1,60,49240.3990,6605,95.4568
RR,1,61,49192.6350,6612,96.0083
RR,1,62,48254.3760,6530,95.1145
RR,1,63,48186.1520,6518,95.5083
RR,1,64,48642.9220,6571,95.5656
RR,1,65,48380.3820,6536,95.7996
RR,1,66,48294.1800,6561,95.6030
RR,1,67,47494.0960,6492,95.3665
RR,1,68,48321.7900,6553,95.6149
RR,1,69,49172.4720,6590,95.1156
RR,1,70,48779.4610,6580,95.7446
RR,1,71,49914.8670,6647,96.0321
RR,1,72,48720.8050,6575,95.6516
RR,1,73,48237.1190,6546,95.4270
RR,1,74,47659.2050,6509,95.2067
RR,1,75,47907.4700,6514,95.5005
RR,1,76,48132.8650,6519,95.5608
RR,1,77,48816.7660,6607,95.3749
RR,1,78,48585.5000,6579,95.6483
RR,1,79,48230.7720,6525,95.7702
RR,1,80,48269.6140,6539,95.6877
RR,1,81,49734.7570,6650,95.4144
RR,1,82,47361.6570,6470,95.8485
RR,1,83,48871.6180,6562,95.5994
RR,1,84,47804.6380,6473,95.5054
RR,1,85,47016.4900,6455,95.1171
RR,1,86,47207.4560,6487,95.2020
RR,1,87,47898.1950,6518,94.8475
RR,1,88,48816.3280,6593,95.1167
RR,1,89,48213.5240,6508,95.3748
RR,1,90,47956.4350,6529,94.9664
RR,1,91,49171.3230,6602,95.7287
RR,1,92,48215.0770,6526,95.0204
RR,1,93,49013.3350,6609,95.5777
RR,1,94,47559.4170,6477,95.3083
RR,1,95,47735.8600,6473,95.2500
RR,1,96,48863.3090,6591,95.5045
RR,1,97,47856.0240,6471,95.7142
RR,1,98,48114.9800,6493,94.9433
RR,1,99,48564.5180,6556,95.3262
RR,1,100,47799.3040,6495,95.4647
PRIORIDADE,1,1,26342.0530,3200,64.6119
PRIORIDADE,1,2,26740.4580,3217,65.4460
PRIORIDADE,1,3,26894.1340,3231,64.1324
PRIORIDADE,1,4,26758.5660,3218,64.4581
PRIORIDADE,1,5,26924.6560,3229,65.3561
PRIORIDADE,1,6,26564.3280,3211,63.1791
PRIORIDADE,1,7,27048.6370,3222,63.6267
PRIORIDADE,1,8,26317.7850,3161,63.3362
PRIORIDADE,1,9,26332.3390,3160,61.7970
PRIORIDADE,1,10,26645.4370,3210,65.1443
PRIORIDADE,1,11,26703.3070,3188,63.7817
PRIORIDADE,1,12,27156.6850,3226,63.2747
PRIORIDADE,1,13,26860.3000,3198,64.2942
PRIORIDADE,1,14,26778.3740,3192,60.8932
PRIORIDADE,1,15,26308.0950,3223,65.5204
PRIORIDADE,1,16,26215.7650,3177,64.6617
PRIORIDADE,1,17,26616.6560,3197,64.6128
PRIORIDADE,1,18,26336.6160,3191,61.3904
PRIORIDADE,1,19,26951.5860,3219,63.4060
PRIORIDADE,1,20,26364.4450,3189,63.0989
PRIORIDADE,1,21,26144.0750,3174,63.6670
PRIORIDADE,1,22,26691.9960,3216,64.8465
PRIORIDADE,1,23,26864.4100,3219,65.0297
PRIORIDADE,1,24,26272.1490,3159,64.7877
PRIORIDADE,1,25,26597.2760,3195,63.4314
PRIORIDADE,1,26,26351.2270,3217,63.9003
PRIORIDADE,1,27,26778.6500,3231,65.5617
PRIORIDADE,1,28,26951.0420,3223,66.1558
PRIORIDADE,1,29,26645.2470,3216,65.8638
PRIORIDADE,1,30,26310.1350,3221,64.8658
PRIORIDADE,1,31,26686.4790,3224,62.4522
PRIORIDADE,1,32,26761.6120,3196,64.4720
PRIORIDADE,1,33,26122.2640,3181,65.2755
PRIORIDADE,1,34,26825.1080,3232,67.2304
PRIORIDADE,1,35,26619.5970,3217,63.1132
PRIORIDADE,1,36,26819.8990,3214,65.0898
PRIORIDADE,1,37,27186.2340,3233,64.2398
PRIORIDADE,1,38,26321.4460,3185,61.6611
PRIORIDADE,1,39,26828.4950,3222,64.3310
PRIORIDADE,1,40,26866.5550,3223,62.7279
PRIORIDADE,1,41,26505.5010,3188,65.2697
PRIORIDADE,1,42,27006.0540,3229,64.5859
PRIORIDADE,1,43,27074.5370,3248,63.8121
PRIORIDADE,1,44,26517.5510,3208,63.2625
PRIORIDADE,1,45,26287.3170,3187,62.4205
PRIORIDADE,1,46,26963.5770,3220,66.0103
PRIORIDADE,1,47,26442.3460,3188,63.0266
PRIORIDADE,1,48,26173.4130,3185,65.3738
PRIORIDADE,1,49,27114.9030,3205,65.6219
PRIORIDADE,1,50,25569.9850,3142,63.8119
PRIORIDADE,1,51,26677.3250,3209,64.8806
PRIORIDADE,1,52,26957.9120,3212,65.0418
PRIORIDADE,1,53,26283.1790,3187,64.4593
PRIORIDADE,1,54,25913.4560,3201,63.7901
PRIORIDADE,1,55,26525.2820,3207,64.4835
PRIORIDADE,1,56,26633.3450,3195,64.2442
PRIORIDADE,1,57,26709.8020,3191,64.0709
PRIORIDADE,1,58,26676.5060,3206,63.2328
PRIORIDADE,1,59,26597.9840,3209,64.0284
PRIORIDADE,1,60,26759.7700,3218,64.2192
PRIORIDADE,1,61,26577.8670,3222,65.4289
PRIORIDADE,1,62,26568.5960,3203,62.3563
PRIORIDADE,1,63,26387.0980,3182,62.2756
PRIORIDADE,1,64,26304.4750,3215,62.6989
PRIORIDADE,1,65,26342.4450,3192,66.0130
PRIORIDADE,1,66,26511.1820,3201,62.7996
PRIORIDADE,1,67,25987.2950,3186,63.8201
PRIORIDADE,1,68,26911.3230,3201,62.8167
PRIORIDADE,1,69,26598.1190,3204,64.7722
PRIORIDADE,1,70,26381.9590,3217,65.9568
PRIORIDADE,1,71,27180.8600,3247,65.4936
PRIORIDADE,1,72,26670.2900,3189,64.9992
PRIORIDADE,1,73,26556.3070,3195,63.8438
PRIORIDADE,1,74,26376.6310,3166,63.1879
PRIORIDADE,1,75,26202.2160,3207,63.5274
PRIORIDADE,1,76,26055.9050,3187,64.1303
PRIORIDADE,1,77,26381.5650,3183,65.3355
PRIORIDADE,1,78,26416.3900,3185,65.7314
PRIORIDADE,1,79,26387.8480,3194,63.7592
PRIORIDADE,1,80,26651.7460,3197,65.3556
PRIORIDADE,1,81,26869.6850,3225,63.5859
PRIORIDADE,1,82,25862.6310,3201,64.2899
PRIORIDADE,1,83,26438.2540,3192,65.4776
PRIORIDADE,1,84,26163.4910,3180,64.4158
PRIORIDADE,1,85,25900.7060,3164,63.7103
PRIORIDADE,1,86,26555.6780,3197,63.3704
PRIORIDADE,1,87,26032.1610,3181,64.9371
PRIORIDADE,1,88,26758.1440,3198,63.2496
PRIORIDADE,1,89,26368.0470,3151,63.9059
PRIORIDADE,1,90,26513.9220,3157,65.2598
PRIORIDADE,1,91,26696.3760,3217,64.9204
PRIORIDADE,1,92,26448.2050,3161,63.7795
PRIORIDADE,1,93,26632.3100,3211,63.2328
PRIORIDADE,1,94,26405.9130,3170,65.1272
PRIORIDADE,1,95,26087.7100,3176,63.5781
PRIORIDADE,1,96,26620.6970,3193,65.9442
PRIORIDADE,1,97,26260.1420,3188,63.9628
PRIORIDADE,1,98,26265.9820,3213,65.2463
PRIORIDADE,1,99,26636.7800,3205,64.1801
PRIORIDADE,1,100,26234.4960,3199,65.2231
PROPRIO,1,1,63262.1120,27382,63.2650
PROPRIO,1,2,62344.5780,27097,67.0218
PROPRIO,1,3,63330.5340,26941,65.9447
PROPRIO,1,4,63176.6210,26662,66.3866
PROPRIO,1,5,61836.8090,26656,65.2125
PROPRIO,1,6,63066.3840,26883,65.1770
PROPRIO,1,7,62350.7380,26701,66.4512
PROPRIO,1,8,60802.4440,25823,65.1867
PROPRIO,1,9,63006.2730,27767,66.3975
PROPRIO,1,10,62251.0860,25632,65.4107
PROPRIO,1,11,62801.7550,26365,65.7436
PROPRIO,1,12,63608.4050,26819,65.7570
PROPRIO,1,13,62093.8330,26040,66.2130
PROPRIO,1,14,62791.8770,26466,63.6296
PROPRIO,1,15,64032.6150,26830,67.3032
PROPRIO,1,16,63590.3480,26902,66.6469
PROPRIO,1,17,62924.2730,27217,65.5298
PROPRIO,1,18,61667.2340,26072,66.4252
PROPRIO,1,19,63848.2630,27269,62.3860
PROPRIO,1,20,62660.8480,26768,64.0586
PROPRIO,1,21,63305.2770,26760,64.6374
PROPRIO,1,22,63843.9900,27230,65.0620
PROPRIO,1,23,61770.0020,26157,65.6399
PROPRIO,1,24,61599.9430,26449,66.5529
PROPRIO,1,25,63624.8490,27044,64.3273
PROPRIO,1,26,63353.4170,27194,62.4558
PROPRIO,1,27,61401.1830,26155,64.1459
PROPRIO,1,28,62714.9010,26840,66.4254
PROPRIO,1,29,61829.2390,25946,67.1004
PROPRIO,1,30,61208.1890,26565,66.9294
PROPRIO,1,31,62470.0910,27148,65.2027
PROPRIO,1,32,64249.7910,27369,62.6392
PROPRIO,1,33,61514.1510,26252,64.8101
PROPRIO,1,34,65181.2660,27895,66.4449
PROPRIO,1,35,63119.6590,26999,61.4140
PROPRIO,1,36,62647.6660,26942,65.8164
PROPRIO,1,37,64921.1030,27749,64.6147
PROPRIO,1,38,61958.6380,26349,62.9680
PROPRIO,1,39,62923.4400,26573,65.5660
PROPRIO,1,40,63601.6580,26846,66.7617
PROPRIO,1,41,64260.3230,27365,65.5701
PROPRIO,1,42,64097.1590,27176,64.9153
PROPRIO,1,43,62475.1760,26193,64.7139
PROPRIO,1,44,64135.8590,27127,63.5190
PROPRIO,1,45,63371.1860,26913,64.1942
PROPRIO,1,46,60426.7560,25326,66.9366
PROPRIO,1,47,61311.8230,26484,63.8060
PROPRIO,1,48,61786.6830,26403,66.1792
PROPRIO,1,49,61813.8410,26307,65.5507
PROPRIO,1,50,61802.0570,27239,64.0138
PROPRIO,1,51,62167.3090,26936,62.6848
PROPRIO,1,52,62239.9480,26768,63.4175
PROPRIO,1,53,61368.0080,25966,65.7483
PROPRIO,1,54,61678.5880,26269,62.4383
PROPRIO,1,55,62616.9180,26471,63.9812
PROPRIO,1,56,62434.6660,25975,65.5864
PROPRIO,1,57,61230.7930,26335,64.6238
PROPRIO,1,58,61834.2510,26416,65.1278
PROPRIO,1,59,64353.3230,27797,66.4012
PROPRIO,1,60,62685.7050,26547,64.4376
PROPRIO,1,61,64564.7800,27076,65.8550
PROPRIO,1,62,61111.6610,25790,65.2035
PROPRIO,1,63,61141.6680,25607,65.1249
PROPRIO,1,64,62682.0000,26646,62.5068
PROPRIO,1,65,63014.5530,26875,64.8584
PROPRIO,1,66,63801.6340,27408,64.8212
PROPRIO,1,67,62883.5560,27041,64.9959
PROPRIO,1,68,62415.6100,26452,65.3389
PROPRIO,1,69,64141.6190,26662,65.1215
PROPRIO,1,70,63339.7330,27223,67.5683
PROPRIO,1,71,63512.6150,26661,67.0416
PROPRIO,1,72,61193.9320,25919,65.8431
PROPRIO,1,73,62160.1360,26698,67.8251
PROPRIO,1,74,62695.1400,26558,63.5941
PROPRIO,1,75,63563.9000,27190,66.0723
PROPRIO,1,76,64554.6070,27367,64.9256
PROPRIO,1,77,63668.9260,26969,66.7632
PROPRIO,1,78,62302.9800,27064,65.8245
PROPRIO,1,79,62795.8010,27189,66.1352
PROPRIO,1,80,60092.4970,25228,66.0488
PROPRIO,1,81,62610.9520,26643,65.6595
PROPRIO,1,82,62520.0320,26986,67.0159
PROPRIO,1,83,63431.5720,26621,66.4172
PROPRIO,1,84,61198.3380,26096,63.8842
PROPRIO,1,85,61556.1310,26536,63.5841
PROPRIO,1,86,60034.3060,25089,62.6756
PROPRIO,1,87,61266.3480,26051,65.0183
PROPRIO,1,88,62665.2210,26911,63.1893
PROPRIO,1,89,61695.3550,26150,65.2999
PROPRIO,1,90,63996.7420,26924,65.6343
PROPRIO,1,91,63826.6560,27348,65.5596
PROPRIO,1,92,62435.9600,26209,62.9459
PROPRIO,1,93,64580.9150,26846,65.1088
PROPRIO,1,94,61356.0780,25931,64.3641
PROPRIO,1,95,60531.3330,25710,66.0895
PROPRIO,1,96,63893.9310,27098,62.5380
PROPRIO,1,97,62542.6530,26577,65.3989
PROPRIO,1,98,61492.8800,26385,66.5969
PROPRIO,1,99,64993.8240,27789,65.7967
PROPRIO,1,100,62026.2760,26347,65.6572
FCFS,2,1,10321.5230,3200,85.4955
FCFS,2,2,10428.9870,3217,86.4434
FCFS,2,3,10449.6660,3231,86.2959
FCFS,2,4,10351.3470,3218,86.3078
FCFS,2,5,10415.9160,3229,85.8668
FCFS,2,6,10316.8970,3211,86.5138
FCFS,2,7,10526.9290,3222,86.8496
FCFS,2,8,9979.2100,3161,86.0201
FCFS,2,9,10069.0110,3160,85.6509
FCFS,2,10,10307.0590,3210,85.3578
FCFS,2,11,10286.9940,3188,85.7409
FCFS,2,12,10507.4310,3226,85.9165
FCFS,2,13,10310.2970,3198,86.0964
FCFS,2,14,10316.6420,3192,85.8244
FCFS,2,15,10383.5190,3223,86.5800
FCFS,2,16,10202.1990,3177,85.7471
FCFS,2,17,10192.8770,3197,86.3418
FCFS,2,18,10123.5080,3191,85.8130
FCFS,2,19,10285.1530,3219,86.4033
FCFS,2,20,10104.3120,3189,84.5922
FCFS,2,21,10269.4490,3174,85.8821
FCFS,2,22,10535.6550,3216,86.2471
FCFS,2,23,10416.5170,3219,84.6964
FCFS,2,24,9988.3260,3159,85.7884
FCFS,2,25,10236.8200,3195,85.6191
FCFS,2,26,10370.3770,3217,85.7185
FCFS,2,27,10458.7910,3231,86.0536
FCFS,2,28,10229.9840,3223,85.6055
FCFS,2,29,10508.6020,3216,86.5195
FCFS,2,30,10459.2960,3221,86.9416
FCFS,2,31,10377.6180,3224,86.3625
FCFS,2,32,10359.3130,3196,85.3937
FCFS,2,33,10172.8840,3181,85.6924
FCFS,2,34,10705.0650,3232,86.7435
FCFS,2,35,10401.9810,3217,86.2509
FCFS,2,36,10336.7810,3214,86.2782
FCFS,2,37,10352.7130,3233,86.0359
FCFS,2,38,10334.4670,3185,85.5950
FCFS,2,39,10545.3120,3222,85.9062
FCFS,2,40,10475.3170,3223,85.8798
FCFS,2,41,10405.0650,3188,84.6065
FCFS,2,42,10384.7970,3229,86.6384
FCFS,2,43,10662.6880,3248,86.7181
FCFS,2,44,10350.7590,3208,85.4642
FCFS,2,45,10316.4460,3187,85.8275
FCFS,2,46,10261.4390,3220,85.7966
FCFS,2,47,10216.5730,3188,86.1450
FCFS,2,48,10243.2860,3185,87.1048
FCFS,2,49,10358.4570,3205,85.9886
FCFS,2,50,9956.6440,3142,86.1268
FCFS,2,51,10343.7820,3209,85.3057
FCFS,2,52,10314.8030,3212,86.1437
FCFS,2,53,10170.3680,3187,86.7275
FCFS,2,54,10292.0630,3201,85.2424
FCFS,2,55,10265.0020,3207,85.4310
FCFS,2,56,10243.9720,3195,85.7404
FCFS,2,57,10211.0380,3191,85.4705
FCFS,2,58,10414.3590,3206,86.4072
FCFS,2,59,10395.1660,3209,85.6922
FCFS,2,60,10481.6740,3218,85.7676
FCFS,2,61,10433.2340,3222,86.7028
FCFS,2,62,10320.2790,3203,85.1182
FCFS,2,63,10290.5980,3182,86.4539
FCFS,2,64,10346.1340,3215,85.6510
FCFS,2,65,10260.5790,3192,85.8726
FCFS,2,66,10225.7770,3201,85.1574
FCFS,2,67,10209.7930,3186,86.5779
FCFS,2,68,10343.2330,3201,85.9216
FCFS,2,69,10305.1320,3204,85.2001
FCFS,2,70,10460.7830,3217,86.7876
FCFS,2,71,10673.1410,3247,86.0802
FCFS,2,72,10327.2260,3189,85.4993
FCFS,2,73,10133.0590,3195,86.1458
FCFS,2,74,10233.1530,3166,85.0692
FCFS,2,75,10170.2950,3207,87.3926
FCFS,2,76,10285.0980,3187,85.6563
FCFS,2,77,10168.7490,3183,85.1967
FCFS,2,78,10324.5430,3185,86.5328
FCFS,2,79,10314.0670,3194,86.3596
FCFS,2,80,10296.5600,3197,85.5987
FCFS,2,81,10409.0520,3225,85.8472
FCFS,2,82,10264.4110,3201,87.5632
FCFS,2,83,10351.3910,3192,85.9666
FCFS,2,84,10262.2580,3180,85.8979
FCFS,2,85,10189.9330,3164,85.5221
FCFS,2,86,10117.0020,3197,85.4597
FCFS,2,87,10255.6760,3181,84.7110
FCFS,2,88,10201.8580,3198,85.4372
FCFS,2,89,10155.4300,3151,86.5482
FCFS,2,90,10216.8340,3157,85.6981
FCFS,2,91,10476.3250,3217,86.0721
FCFS,2,92,10016.4030,3161,84.1188
FCFS,2,93,10499.9710,3211,86.7258
FCFS,2,94,10107.4850,3170,87.0092
FCFS,2,95,10293.2610,3176,86.5852
FCFS,2,96,10445.1140,3193,86.5409
FCFS,2,97,10444.9830,3188,86.4431
FCFS,2,98,10489.1940,3213,86.6306
FCFS,2,99,10280.4530,3205,86.5991
FCFS,2,100,10191.0670,3199,86.5180
RR,2,1,10321.5230,3200,85.4955
RR,2,2,10428.9870,3217,86.4434
RR,2,3,10449.6660,3231,86.2959
RR,2,4,10351.3470,3218,86.3078
RR,2,5,10415.9160,3229,85.8668
RR,2,6,10316.8970,3211,86.5138
RR,2,7,10526.9290,3222,86.8496
RR,2,8,9979.2100,3161,86.0201
RR,2,9,10069.0110,3160,85.6509
RR,2,10,10307.0590,3210,85.3578
RR,2,11,10286.9940,3188,85.7409
RR,2,12,10507.4310,3226,85.9165
RR,2,13,10310.2970,3198,86.0964
RR,2,14,10316.6420,3192,85.8244
RR,2,15,10383.5190,3223,86.5800
RR,2,16,10202.1990,3177,85.7471
RR,2,17,10192.8770,3197,86.3418
RR,2,18,10123.5080,3191,85.8130
RR,2,19,10285.1530,3219,86.4033
RR,2,20,10104.3120,3189,84.5922
RR,2,21,10269.4490,3174,85.8821
RR,2,22,10535.6550,3216,86.2471
RR,2,23,10416.5170,3219,84.6964
RR,2,24,9988.3260,3159,85.7884
RR,2,25,10236.8200,3195,85.6191
RR,2,26,10370.3770,3217,85.7185
RR,2,27,10458.7910,3231,86.0536
RR,2,28,10229.9840,3223,85.6055
RR,2,29,10508.6020,3216,86.5195
RR,2,30,10459.2960,3221,86.9416
RR,2,31,10377.6180,3224,86.3625
RR,2,32,10359.3130,3196,85.3937
RR,2,33,10172.8840,3181,85.6924
RR,2,34,10705.0650,3232,86.7435
RR,2,35,10401.9810,3217,86.2509
RR,2,36,10336.7810,3214,86.2782
RR,2,37,10352.7130,3233,86.0359
RR,2,38,10334.4670,3185,85.5950
RR,2,39,10545.3120,3222,85.9062
RR,2,40,10475.3170,3223,85.8798
RR,2,41,10405.0650,3188,84.6065
RR,2,42,10384.7970,3229,86.6384
RR,2,43,10662.6880,3248,86.7181
RR,2,44,10350.7590,3208,85.4642
RR,2,45,10316.4460,3187,85.8275
RR,2,46,10261.4390,3220,85.7966
RR,2,47,10216.5730,3188,86.1450
RR,2,48,10243.2860,3185,87.1048
RR,2,49,10358.4570,3205,85.9886
RR,2,50,9956.6440,3142,86.1268
RR,2,51,10343.7820,3209,85.3057
RR,2,52,10314.8030,3212,86.1437
RR,2,53,10170.3680,3187,86.7275
RR,2,54,10292.0630,3201,85.2424
RR,2,55,10265.0020,3207,85.4310
RR,2,56,10243.9720,3195,85.7404
RR,2,57,10211.0380,3191,85.4705
RR,2,58,10414.3590,3206,86.4072
RR,2,59,10395.1660,3209,85.6922
RR,2,60,10481.6740,3218,85.7676
RR,2,61,10433.2340,3222,86.7028
RR,2,62,10320.2790,3203,85.1182
RR,2,63,10290.5980,3182,86.4539
RR,2,64,10346.1340,3215,85.6510
RR,2,65,10260.5790,3192,85.8726
RR,2,66,10225.7770,3201,85.1574
RR,2,67,10209.7930,3186,86.5779
RR,2,68,10343.2330,3201,85.9216
RR,2,69,10305.1320,3204,85.2001
RR,2,70,10460.7830,3217,86.7876
RR,2,71,10673.1410,3247,86.0802
RR,2,72,10327.2260,3189,85.4993
RR,2,73,10133.0590,3195,86.1458
RR,2,74,10233.1530,3166,85.0692
RR,2,75,10170.2950,3207,87.3926
RR,2,76,10285.0980,3187,85.6563
RR,2,77,10168.7490,3183,85.1967
RR,2,78,10324.5430,3185,86.5328
RR,2,79,10314.0670,3194,86.3596
RR,2,80,10296.5600,3197,85.5987
RR,2,81,10409.0520,3225,85.8472
RR,2,82,10264.4110,3201,87.5632
RR,2,83,10351.3910,3192,85.9666
RR,2,84,10262.2580,3180,85.8979
RR,2,85,10189.9330,3164,85.5221
RR,2,86,10117.0020,3197,85.4597
RR,2,87,10255.6760,3181,84.7110
RR,2,88,10201.8580,3198,85.4372
RR,2,89,10155.4300,3151,86.5482
RR,2,90,10216.8340,3157,85.6981
RR,2,91,10476.3250,3217,86.0721
RR,2,92,10016.4030,3161,84.1188
RR,2,93,10499.9710,3211,86.7258
RR,2,94,10107.4850,3170,87.0092
RR,2,95,10293.2610,3176,86.5852
RR,2,96,10445.1140,3193,86.5409
RR,2,97,10444.9830,3188,86.4431
RR,2,98,10489.1940,3213,86.6306
